userid,pwd,email,displayName,random_user_id
user538,538,user538@campus.fct.unl.pt,user538,user21
user539,539,user539@campus.fct.unl.pt,user539,user23
user540,540,user540@campus.fct.unl.pt,user540,user11
user541,541,user541@campus.fct.unl.pt,user541,user24
user542,542,user542@campus.fct.unl.pt,user542,user27
user543,543,user543@campus.fct.unl.pt,user543,user29
user544,544,user544@campus.fct.unl.pt,user544,user18
user545,545,user545@campus.fct.unl.pt,user545,user24
user546,546,user546@campus.fct.unl.pt,user546,user1
user547,547,user547@campus.fct.unl.pt,user547,user3
user548,548,user548@campus.fct.unl.pt,user548,user28
user549,549,user549@campus.fct.unl.pt,user549,user8
user550,550,user550@campus.fct.unl.pt,user550,user8
user551,551,user551@campus.fct.unl.pt,user551,user17
user552,552,user552@campus.fct.unl.pt,user552,user25
user553,553,user553@campus.fct.unl.pt,user553,user4
user554,554,user554@campus.fct.unl.pt,user554,user26
user555,555,user555@campus.fct.unl.pt,user555,user14
user556,556,user556@campus.fct.unl.pt,user556,user9
user557,557,user557@campus.fct.unl.pt,user557,user3
user558,558,user558@campus.fct.unl.pt,user558,user3
user559,559,user559@campus.fct.unl.pt,user559,user26
user560,560,user560@campus.fct.unl.pt,user560,user9
user561,561,user561@campus.fct.unl.pt,user561,user7
user562,562,user562@campus.fct.unl.pt,user562,user21
user563,563,user563@campus.fct.unl.pt,user563,user20
user564,564,user564@campus.fct.unl.pt,user564,user17
user565,565,user565@campus.fct.unl.pt,user565,user13
user566,566,user566@campus.fct.unl.pt,user566,user26
user567,567,user567@campus.fct.unl.pt,user567,user20
user568,568,user568@campus.fct.unl.pt,user568,user17
user569,569,user569@campus.fct.unl.pt,user569,user27
user570,570,user570@campus.fct.unl.pt,user570,user9
user571,571,user571@campus.fct.unl.pt,user571,user8
user572,572,user572@campus.fct.unl.pt,user572,user28
user573,573,user573@campus.fct.unl.pt,user573,user3
user574,574,user574@campus.fct.unl.pt,user574,user7
user575,575,user575@campus.fct.unl.pt,user575,user10
user576,576,user576@campus.fct.unl.pt,user576,user4
user577,577,user577@campus.fct.unl.pt,user577,user6
user578,578,user578@campus.fct.unl.pt,user578,user1
user579,579,user579@campus.fct.unl.pt,user579,user10
user580,580,user580@campus.fct.unl.pt,user580,user14
user581,581,user581@campus.fct.unl.pt,user581,user12
user582,582,user582@campus.fct.unl.pt,user582,user23
user583,583,user583@campus.fct.unl.pt,user583,user7
user584,584,user584@campus.fct.unl.pt,user584,user13
user585,585,user585@campus.fct.unl.pt,user585,user11
user586,586,user586@campus.fct.unl.pt,user586,user13
user587,587,user587@campus.fct.unl.pt,user587,user7
user588,588,user588@campus.fct.unl.pt,user588,user28
user589,589,user589@campus.fct.unl.pt,user589,user18
user590,590,user590@campus.fct.unl.pt,user590,user16
user591,591,user591@campus.fct.unl.pt,user591,user4
user592,592,user592@campus.fct.unl.pt,user592,user27
user593,593,user593@campus.fct.unl.pt,user593,user7
user594,594,user594@campus.fct.unl.pt,user594,user8
user595,595,user595@campus.fct.unl.pt,user595,user26
user596,596,user596@campus.fct.unl.pt,user596,user21
user597,597,user597@campus.fct.unl.pt,user597,user8
user598,598,user598@campus.fct.unl.pt,user598,user16
user599,599,user599@campus.fct.unl.pt,user599,user22
user600,600,user600@campus.fct.unl.pt,user600,user16
user601,601,user601@campus.fct.unl.pt,user601,user11
user602,602,user602@campus.fct.unl.pt,user602,user8
user603,603,user603@campus.fct.unl.pt,user603,user19
user604,604,user604@campus.fct.unl.pt,user604,user28
user605,605,user605@campus.fct.unl.pt,user605,user16
user606,606,user606@campus.fct.unl.pt,user606,user29
user607,607,user607@campus.fct.unl.pt,user607,user22
user608,608,user608@campus.fct.unl.pt,user608,user16
user609,609,user609@campus.fct.unl.pt,user609,user14
user610,610,user610@campus.fct.unl.pt,user610,user9
user611,611,user611@campus.fct.unl.pt,user611,user13
user612,612,user612@campus.fct.unl.pt,user612,user4
user613,613,user613@campus.fct.unl.pt,user613,user1
user614,614,user614@campus.fct.unl.pt,user614,user30
user615,615,user615@campus.fct.unl.pt,user615,user22
user616,616,user616@campus.fct.unl.pt,user616,user15
user617,617,user617@campus.fct.unl.pt,user617,user17
user618,618,user618@campus.fct.unl.pt,user618,user5
user619,619,user619@campus.fct.unl.pt,user619,user23
user620,620,user620@campus.fct.unl.pt,user620,user17
user621,621,user621@campus.fct.unl.pt,user621,user6
user622,622,user622@campus.fct.unl.pt,user622,user15
user623,623,user623@campus.fct.unl.pt,user623,user21
user624,624,user624@campus.fct.unl.pt,user624,user17
user625,625,user625@campus.fct.unl.pt,user625,user12
user626,626,user626@campus.fct.unl.pt,user626,user7
user627,627,user627@campus.fct.unl.pt,user627,user19
user628,628,user628@campus.fct.unl.pt,user628,user12
user629,629,user629@campus.fct.unl.pt,user629,user16
user630,630,user630@campus.fct.unl.pt,user630,user22
user631,631,user631@campus.fct.unl.pt,user631,user26
user632,632,user632@campus.fct.unl.pt,user632,user28
user633,633,user633@campus.fct.unl.pt,user633,user11
user634,634,user634@campus.fct.unl.pt,user634,user23
user635,635,user635@campus.fct.unl.pt,user635,user30
user636,636,user636@campus.fct.unl.pt,user636,user3
user637,637,user637@campus.fct.unl.pt,user637,user19
user638,638,user638@campus.fct.unl.pt,user638,user2
user639,639,user639@campus.fct.unl.pt,user639,user14
user640,640,user640@campus.fct.unl.pt,user640,user6
user641,641,user641@campus.fct.unl.pt,user641,user9
user642,642,user642@campus.fct.unl.pt,user642,user1
user643,643,user643@campus.fct.unl.pt,user643,user22
user644,644,user644@campus.fct.unl.pt,user644,user20
user645,645,user645@campus.fct.unl.pt,user645,user24
user646,646,user646@campus.fct.unl.pt,user646,user20
user647,647,user647@campus.fct.unl.pt,user647,user29
user648,648,user648@campus.fct.unl.pt,user648,user24
user649,649,user649@campus.fct.unl.pt,user649,user13
user650,650,user650@campus.fct.unl.pt,user650,user27
user651,651,user651@campus.fct.unl.pt,user651,user2
user652,652,user652@campus.fct.unl.pt,user652,user20
user653,653,user653@campus.fct.unl.pt,user653,user25
user654,654,user654@campus.fct.unl.pt,user654,user20
user655,655,user655@campus.fct.unl.pt,user655,user1
user656,656,user656@campus.fct.unl.pt,user656,user20
user657,657,user657@campus.fct.unl.pt,user657,user8
user658,658,user658@campus.fct.unl.pt,user658,user10
user659,659,user659@campus.fct.unl.pt,user659,user12
user660,660,user660@campus.fct.unl.pt,user660,user11
user661,661,user661@campus.fct.unl.pt,user661,user20
user662,662,user662@campus.fct.unl.pt,user662,user25
user663,663,user663@campus.fct.unl.pt,user663,user15
user664,664,user664@campus.fct.unl.pt,user664,user30
user665,665,user665@campus.fct.unl.pt,user665,user24
user666,666,user666@campus.fct.unl.pt,user666,user9
user667,667,user667@campus.fct.unl.pt,user667,user27
user668,668,user668@campus.fct.unl.pt,user668,user4
user669,669,user669@campus.fct.unl.pt,user669,user26
user670,670,user670@campus.fct.unl.pt,user670,user17
user671,671,user671@campus.fct.unl.pt,user671,user9
user672,672,user672@campus.fct.unl.pt,user672,user6
user673,673,user673@campus.fct.unl.pt,user673,user30
user674,674,user674@campus.fct.unl.pt,user674,user14
user675,675,user675@campus.fct.unl.pt,user675,user24
user676,676,user676@campus.fct.unl.pt,user676,user14
user677,677,user677@campus.fct.unl.pt,user677,user12
user678,678,user678@campus.fct.unl.pt,user678,user24
user679,679,user679@campus.fct.unl.pt,user679,user15
user680,680,user680@campus.fct.unl.pt,user680,user30
user681,681,user681@campus.fct.unl.pt,user681,user10
user682,682,user682@campus.fct.unl.pt,user682,user26
user683,683,user683@campus.fct.unl.pt,user683,user3
user684,684,user684@campus.fct.unl.pt,user684,user4
user685,685,user685@campus.fct.unl.pt,user685,user8
user686,686,user686@campus.fct.unl.pt,user686,user4
user687,687,user687@campus.fct.unl.pt,user687,user4
user688,688,user688@campus.fct.unl.pt,user688,user29
user689,689,user689@campus.fct.unl.pt,user689,user29
user690,690,user690@campus.fct.unl.pt,user690,user21
user691,691,user691@campus.fct.unl.pt,user691,user27
user692,692,user692@campus.fct.unl.pt,user692,user1
user693,693,user693@campus.fct.unl.pt,user693,user28
user694,694,user694@campus.fct.unl.pt,user694,user16
user695,695,user695@campus.fct.unl.pt,user695,user23
user696,696,user696@campus.fct.unl.pt,user696,user15
user697,697,user697@campus.fct.unl.pt,user697,user1
user698,698,user698@campus.fct.unl.pt,user698,user22
user699,699,user699@campus.fct.unl.pt,user699,user4
user700,700,user700@campus.fct.unl.pt,user700,user16
user701,701,user701@campus.fct.unl.pt,user701,user10
user702,702,user702@campus.fct.unl.pt,user702,user27
user703,703,user703@campus.fct.unl.pt,user703,user27
user704,704,user704@campus.fct.unl.pt,user704,user30
user705,705,user705@campus.fct.unl.pt,user705,user7
user706,706,user706@campus.fct.unl.pt,user706,user30
user707,707,user707@campus.fct.unl.pt,user707,user5
user708,708,user708@campus.fct.unl.pt,user708,user29
user709,709,user709@campus.fct.unl.pt,user709,user17
user710,710,user710@campus.fct.unl.pt,user710,user22
user711,711,user711@campus.fct.unl.pt,user711,user10
user712,712,user712@campus.fct.unl.pt,user712,user23
user713,713,user713@campus.fct.unl.pt,user713,user8
user714,714,user714@campus.fct.unl.pt,user714,user12
user715,715,user715@campus.fct.unl.pt,user715,user7
user716,716,user716@campus.fct.unl.pt,user716,user14
user717,717,user717@campus.fct.unl.pt,user717,user4
user718,718,user718@campus.fct.unl.pt,user718,user5
user719,719,user719@campus.fct.unl.pt,user719,user9
user720,720,user720@campus.fct.unl.pt,user720,user13
user721,721,user721@campus.fct.unl.pt,user721,user19
user722,722,user722@campus.fct.unl.pt,user722,user30
user723,723,user723@campus.fct.unl.pt,user723,user4
user724,724,user724@campus.fct.unl.pt,user724,user20
user725,725,user725@campus.fct.unl.pt,user725,user29
user726,726,user726@campus.fct.unl.pt,user726,user28
user727,727,user727@campus.fct.unl.pt,user727,user19
user728,728,user728@campus.fct.unl.pt,user728,user9
user729,729,user729@campus.fct.unl.pt,user729,user1
user730,730,user730@campus.fct.unl.pt,user730,user24
user731,731,user731@campus.fct.unl.pt,user731,user7
user732,732,user732@campus.fct.unl.pt,user732,user23
user733,733,user733@campus.fct.unl.pt,user733,user17
user734,734,user734@campus.fct.unl.pt,user734,user29
user735,735,user735@campus.fct.unl.pt,user735,user14
user736,736,user736@campus.fct.unl.pt,user736,user19
user737,737,user737@campus.fct.unl.pt,user737,user13
user738,738,user738@campus.fct.unl.pt,user738,user7
user739,739,user739@campus.fct.unl.pt,user739,user17
user740,740,user740@campus.fct.unl.pt,user740,user16
user741,741,user741@campus.fct.unl.pt,user741,user1
user742,742,user742@campus.fct.unl.pt,user742,user8
user743,743,user743@campus.fct.unl.pt,user743,user16
user744,744,user744@campus.fct.unl.pt,user744,user4
user745,745,user745@campus.fct.unl.pt,user745,user19
user746,746,user746@campus.fct.unl.pt,user746,user5
user747,747,user747@campus.fct.unl.pt,user747,user15
user748,748,user748@campus.fct.unl.pt,user748,user7
user749,749,user749@campus.fct.unl.pt,user749,user18
user750,750,user750@campus.fct.unl.pt,user750,user30
user751,751,user751@campus.fct.unl.pt,user751,user9
user752,752,user752@campus.fct.unl.pt,user752,user16
user753,753,user753@campus.fct.unl.pt,user753,user27
user754,754,user754@campus.fct.unl.pt,user754,user22
user755,755,user755@campus.fct.unl.pt,user755,user28
user756,756,user756@campus.fct.unl.pt,user756,user30
user757,757,user757@campus.fct.unl.pt,user757,user29
user758,758,user758@campus.fct.unl.pt,user758,user22
user759,759,user759@campus.fct.unl.pt,user759,user12
user760,760,user760@campus.fct.unl.pt,user760,user13
user761,761,user761@campus.fct.unl.pt,user761,user22
user762,762,user762@campus.fct.unl.pt,user762,user8
user763,763,user763@campus.fct.unl.pt,user763,user25
user764,764,user764@campus.fct.unl.pt,user764,user6
user765,765,user765@campus.fct.unl.pt,user765,user5
user766,766,user766@campus.fct.unl.pt,user766,user1
user767,767,user767@campus.fct.unl.pt,user767,user14
user768,768,user768@campus.fct.unl.pt,user768,user17
user769,769,user769@campus.fct.unl.pt,user769,user15
user770,770,user770@campus.fct.unl.pt,user770,user16
user771,771,user771@campus.fct.unl.pt,user771,user3
user772,772,user772@campus.fct.unl.pt,user772,user9
user773,773,user773@campus.fct.unl.pt,user773,user25
user774,774,user774@campus.fct.unl.pt,user774,user27
user775,775,user775@campus.fct.unl.pt,user775,user3
user776,776,user776@campus.fct.unl.pt,user776,user21
user777,777,user777@campus.fct.unl.pt,user777,user29
user778,778,user778@campus.fct.unl.pt,user778,user26
user779,779,user779@campus.fct.unl.pt,user779,user25
user780,780,user780@campus.fct.unl.pt,user780,user20
user781,781,user781@campus.fct.unl.pt,user781,user19
user782,782,user782@campus.fct.unl.pt,user782,user15
user783,783,user783@campus.fct.unl.pt,user783,user24
user784,784,user784@campus.fct.unl.pt,user784,user17
user785,785,user785@campus.fct.unl.pt,user785,user26
user786,786,user786@campus.fct.unl.pt,user786,user29
user787,787,user787@campus.fct.unl.pt,user787,user4
user788,788,user788@campus.fct.unl.pt,user788,user1
user789,789,user789@campus.fct.unl.pt,user789,user20
user790,790,user790@campus.fct.unl.pt,user790,user9
user791,791,user791@campus.fct.unl.pt,user791,user8
user792,792,user792@campus.fct.unl.pt,user792,user22
user793,793,user793@campus.fct.unl.pt,user793,user5
user794,794,user794@campus.fct.unl.pt,user794,user27
user795,795,user795@campus.fct.unl.pt,user795,user23
user796,796,user796@campus.fct.unl.pt,user796,user8
user797,797,user797@campus.fct.unl.pt,user797,user13
user798,798,user798@campus.fct.unl.pt,user798,user27
user799,799,user799@campus.fct.unl.pt,user799,user26
user800,800,user800@campus.fct.unl.pt,user800,user18
user801,801,user801@campus.fct.unl.pt,user801,user6
user802,802,user802@campus.fct.unl.pt,user802,user15
user803,803,user803@campus.fct.unl.pt,user803,user6
user804,804,user804@campus.fct.unl.pt,user804,user9
user805,805,user805@campus.fct.unl.pt,user805,user30
user806,806,user806@campus.fct.unl.pt,user806,user23
user807,807,user807@campus.fct.unl.pt,user807,user24
user808,808,user808@campus.fct.unl.pt,user808,user8
user809,809,user809@campus.fct.unl.pt,user809,user14
user810,810,user810@campus.fct.unl.pt,user810,user20
user811,811,user811@campus.fct.unl.pt,user811,user12
user812,812,user812@campus.fct.unl.pt,user812,user27
user813,813,user813@campus.fct.unl.pt,user813,user26
user814,814,user814@campus.fct.unl.pt,user814,user2
user815,815,user815@campus.fct.unl.pt,user815,user6
user816,816,user816@campus.fct.unl.pt,user816,user1
user817,817,user817@campus.fct.unl.pt,user817,user13
user818,818,user818@campus.fct.unl.pt,user818,user4
user819,819,user819@campus.fct.unl.pt,user819,user22
user820,820,user820@campus.fct.unl.pt,user820,user27
user821,821,user821@campus.fct.unl.pt,user821,user9
user822,822,user822@campus.fct.unl.pt,user822,user23
user823,823,user823@campus.fct.unl.pt,user823,user30
user824,824,user824@campus.fct.unl.pt,user824,user9
user825,825,user825@campus.fct.unl.pt,user825,user15
user826,826,user826@campus.fct.unl.pt,user826,user17
user827,827,user827@campus.fct.unl.pt,user827,user8
user828,828,user828@campus.fct.unl.pt,user828,user6
user829,829,user829@campus.fct.unl.pt,user829,user23
user830,830,user830@campus.fct.unl.pt,user830,user25
user831,831,user831@campus.fct.unl.pt,user831,user4
user832,832,user832@campus.fct.unl.pt,user832,user7
user833,833,user833@campus.fct.unl.pt,user833,user10
user834,834,user834@campus.fct.unl.pt,user834,user12
user835,835,user835@campus.fct.unl.pt,user835,user16
user836,836,user836@campus.fct.unl.pt,user836,user20
user837,837,user837@campus.fct.unl.pt,user837,user6
user838,838,user838@campus.fct.unl.pt,user838,user13
user839,839,user839@campus.fct.unl.pt,user839,user23
user840,840,user840@campus.fct.unl.pt,user840,user26
user841,841,user841@campus.fct.unl.pt,user841,user14
user842,842,user842@campus.fct.unl.pt,user842,user13
user843,843,user843@campus.fct.unl.pt,user843,user20
user844,844,user844@campus.fct.unl.pt,user844,user19
user845,845,user845@campus.fct.unl.pt,user845,user6
user846,846,user846@campus.fct.unl.pt,user846,user23
user847,847,user847@campus.fct.unl.pt,user847,user24
user848,848,user848@campus.fct.unl.pt,user848,user10
user849,849,user849@campus.fct.unl.pt,user849,user6
user850,850,user850@campus.fct.unl.pt,user850,user16
user851,851,user851@campus.fct.unl.pt,user851,user4
user852,852,user852@campus.fct.unl.pt,user852,user16
user853,853,user853@campus.fct.unl.pt,user853,user13
user854,854,user854@campus.fct.unl.pt,user854,user25
user855,855,user855@campus.fct.unl.pt,user855,user14
user856,856,user856@campus.fct.unl.pt,user856,user19
user857,857,user857@campus.fct.unl.pt,user857,user29
user858,858,user858@campus.fct.unl.pt,user858,user8
user859,859,user859@campus.fct.unl.pt,user859,user28
user860,860,user860@campus.fct.unl.pt,user860,user24
user861,861,user861@campus.fct.unl.pt,user861,user11
user862,862,user862@campus.fct.unl.pt,user862,user16
user863,863,user863@campus.fct.unl.pt,user863,user25
user864,864,user864@campus.fct.unl.pt,user864,user15
user865,865,user865@campus.fct.unl.pt,user865,user23
user866,866,user866@campus.fct.unl.pt,user866,user27
user867,867,user867@campus.fct.unl.pt,user867,user26
user868,868,user868@campus.fct.unl.pt,user868,user17
user869,869,user869@campus.fct.unl.pt,user869,user12
user870,870,user870@campus.fct.unl.pt,user870,user20
user871,871,user871@campus.fct.unl.pt,user871,user29
user872,872,user872@campus.fct.unl.pt,user872,user10
user873,873,user873@campus.fct.unl.pt,user873,user11
user874,874,user874@campus.fct.unl.pt,user874,user3
user875,875,user875@campus.fct.unl.pt,user875,user4
user876,876,user876@campus.fct.unl.pt,user876,user15
user877,877,user877@campus.fct.unl.pt,user877,user6
user878,878,user878@campus.fct.unl.pt,user878,user24
user879,879,user879@campus.fct.unl.pt,user879,user26
user880,880,user880@campus.fct.unl.pt,user880,user17
user881,881,user881@campus.fct.unl.pt,user881,user8
user882,882,user882@campus.fct.unl.pt,user882,user30
user883,883,user883@campus.fct.unl.pt,user883,user16
user884,884,user884@campus.fct.unl.pt,user884,user19
user885,885,user885@campus.fct.unl.pt,user885,user7
user886,886,user886@campus.fct.unl.pt,user886,user23
user887,887,user887@campus.fct.unl.pt,user887,user21
user888,888,user888@campus.fct.unl.pt,user888,user10
user889,889,user889@campus.fct.unl.pt,user889,user4
user890,890,user890@campus.fct.unl.pt,user890,user13
user891,891,user891@campus.fct.unl.pt,user891,user14
user892,892,user892@campus.fct.unl.pt,user892,user10
user893,893,user893@campus.fct.unl.pt,user893,user11
user894,894,user894@campus.fct.unl.pt,user894,user27
user895,895,user895@campus.fct.unl.pt,user895,user13
user896,896,user896@campus.fct.unl.pt,user896,user15
user897,897,user897@campus.fct.unl.pt,user897,user23
user898,898,user898@campus.fct.unl.pt,user898,user10
user899,899,user899@campus.fct.unl.pt,user899,user29
user900,900,user900@campus.fct.unl.pt,user900,user22
user901,901,user901@campus.fct.unl.pt,user901,user6
user902,902,user902@campus.fct.unl.pt,user902,user16
user903,903,user903@campus.fct.unl.pt,user903,user11
user904,904,user904@campus.fct.unl.pt,user904,user9
user905,905,user905@campus.fct.unl.pt,user905,user17
user906,906,user906@campus.fct.unl.pt,user906,user4
user907,907,user907@campus.fct.unl.pt,user907,user14
user908,908,user908@campus.fct.unl.pt,user908,user10
user909,909,user909@campus.fct.unl.pt,user909,user18
user910,910,user910@campus.fct.unl.pt,user910,user5
user911,911,user911@campus.fct.unl.pt,user911,user23
user912,912,user912@campus.fct.unl.pt,user912,user17
user913,913,user913@campus.fct.unl.pt,user913,user10
user914,914,user914@campus.fct.unl.pt,user914,user25
user915,915,user915@campus.fct.unl.pt,user915,user14
user916,916,user916@campus.fct.unl.pt,user916,user16
user917,917,user917@campus.fct.unl.pt,user917,user29
user918,918,user918@campus.fct.unl.pt,user918,user22
user919,919,user919@campus.fct.unl.pt,user919,user6
user920,920,user920@campus.fct.unl.pt,user920,user14
user921,921,user921@campus.fct.unl.pt,user921,user7
user922,922,user922@campus.fct.unl.pt,user922,user30
user923,923,user923@campus.fct.unl.pt,user923,user10
user924,924,user924@campus.fct.unl.pt,user924,user9
user925,925,user925@campus.fct.unl.pt,user925,user28
user926,926,user926@campus.fct.unl.pt,user926,user29
user927,927,user927@campus.fct.unl.pt,user927,user17
user928,928,user928@campus.fct.unl.pt,user928,user7
user929,929,user929@campus.fct.unl.pt,user929,user6
user930,930,user930@campus.fct.unl.pt,user930,user5
user931,931,user931@campus.fct.unl.pt,user931,user18
user932,932,user932@campus.fct.unl.pt,user932,user2
user933,933,user933@campus.fct.unl.pt,user933,user12
user934,934,user934@campus.fct.unl.pt,user934,user28
user935,935,user935@campus.fct.unl.pt,user935,user8
user936,936,user936@campus.fct.unl.pt,user936,user23
user937,937,user937@campus.fct.unl.pt,user937,user2
user938,938,user938@campus.fct.unl.pt,user938,user21
user939,939,user939@campus.fct.unl.pt,user939,user22
user940,940,user940@campus.fct.unl.pt,user940,user10
user941,941,user941@campus.fct.unl.pt,user941,user14
user942,942,user942@campus.fct.unl.pt,user942,user24
user943,943,user943@campus.fct.unl.pt,user943,user15
user944,944,user944@campus.fct.unl.pt,user944,user2
user945,945,user945@campus.fct.unl.pt,user945,user27
user946,946,user946@campus.fct.unl.pt,user946,user1
user947,947,user947@campus.fct.unl.pt,user947,user13
user948,948,user948@campus.fct.unl.pt,user948,user11
user949,949,user949@campus.fct.unl.pt,user949,user5
user950,950,user950@campus.fct.unl.pt,user950,user29
user951,951,user951@campus.fct.unl.pt,user951,user28
user952,952,user952@campus.fct.unl.pt,user952,user21
user953,953,user953@campus.fct.unl.pt,user953,user18
user954,954,user954@campus.fct.unl.pt,user954,user25
user955,955,user955@campus.fct.unl.pt,user955,user18
user956,956,user956@campus.fct.unl.pt,user956,user7
user957,957,user957@campus.fct.unl.pt,user957,user15
user958,958,user958@campus.fct.unl.pt,user958,user8
user959,959,user959@campus.fct.unl.pt,user959,user11
user960,960,user960@campus.fct.unl.pt,user960,user10
user961,961,user961@campus.fct.unl.pt,user961,user30
user962,962,user962@campus.fct.unl.pt,user962,user4
user963,963,user963@campus.fct.unl.pt,user963,user30
user964,964,user964@campus.fct.unl.pt,user964,user29
user965,965,user965@campus.fct.unl.pt,user965,user11
user966,966,user966@campus.fct.unl.pt,user966,user23
user967,967,user967@campus.fct.unl.pt,user967,user5
user968,968,user968@campus.fct.unl.pt,user968,user9
user969,969,user969@campus.fct.unl.pt,user969,user11
user970,970,user970@campus.fct.unl.pt,user970,user13
user971,971,user971@campus.fct.unl.pt,user971,user10
user972,972,user972@campus.fct.unl.pt,user972,user20
user973,973,user973@campus.fct.unl.pt,user973,user3
user974,974,user974@campus.fct.unl.pt,user974,user12
user975,975,user975@campus.fct.unl.pt,user975,user21
user976,976,user976@campus.fct.unl.pt,user976,user6
user977,977,user977@campus.fct.unl.pt,user977,user9
user978,978,user978@campus.fct.unl.pt,user978,user10
user979,979,user979@campus.fct.unl.pt,user979,user21
user980,980,user980@campus.fct.unl.pt,user980,user10
user981,981,user981@campus.fct.unl.pt,user981,user29
user982,982,user982@campus.fct.unl.pt,user982,user11
user983,983,user983@campus.fct.unl.pt,user983,user3
user984,984,user984@campus.fct.unl.pt,user984,user8
user985,985,user985@campus.fct.unl.pt,user985,user16
user986,986,user986@campus.fct.unl.pt,user986,user6
user987,987,user987@campus.fct.unl.pt,user987,user2
user988,988,user988@campus.fct.unl.pt,user988,user4
user989,989,user989@campus.fct.unl.pt,user989,user14
user990,990,user990@campus.fct.unl.pt,user990,user12
user991,991,user991@campus.fct.unl.pt,user991,user17
user992,992,user992@campus.fct.unl.pt,user992,user20
user993,993,user993@campus.fct.unl.pt,user993,user8
user994,994,user994@campus.fct.unl.pt,user994,user10
user995,995,user995@campus.fct.unl.pt,user995,user23
user996,996,user996@campus.fct.unl.pt,user996,user4
user997,997,user997@campus.fct.unl.pt,user997,user30
user998,998,user998@campus.fct.unl.pt,user998,user13
user999,999,user999@campus.fct.unl.pt,user999,user18
user1000,1000,user1000@campus.fct.unl.pt,user1000,user18
